pitcher,events,home_team,away_team,pitch_name,release_speed,launch_speed,launch_angle,hit_distance_sc,bb_type,release_pos_x,release_pos_y,zone,p_throws,balls,strikes,outs_when_up,inning
668678,double,AZ,LAD,4-Seam Fastball,94.3,114.0,15.0,300.0,line_drive,-2.93,54.38,5.0,R,0,0,0,1
700249,field_out,LAD,BAL,Sweeper,79.6,85.8,39.0,293.0,fly_ball,1.76,54.3,13.0,L,1,0,0,4
700249,strikeout,LAD,BAL,Sinker,91.2,,,,,1.75,54.21,4.0,L,0,2,2,2
621199,field_out,LAD,BAL,Cutter,90.6,104.7,39.0,348.0,fly_ball,-4.01,54.05,1.0,R,2,0,0,8
642397,field_out,LAD,BAL,Sinker,94.0,101.2,53.0,263.0,fly_ball,2.11,54.03,2.0,L,3,1,0,6
700249,field_out,LAD,BAL,Sweeper,82.2,104.6,19.0,375.0,line_drive,2.1,54.29,4.0,L,1,2,0,1
669203,force_out,LAD,BAL,Cutter,93.7,108.0,6.0,118.0,line_drive,-0.83,54.07,9.0,R,2,2,0,5
669203,single,LAD,BAL,Changeup,89.2,99.9,13.0,198.0,line_drive,-0.91,53.96,7.0,R,2,2,1,3
642397,strikeout,LAD,BAL,Sinker,96.2,,,,,1.79,53.91,4.0,L,1,2,2,7
669203,home_run,LAD,BAL,Slider,87.4,102.2,33.0,391.0,fly_ball,-0.81,54.13,4.0,R,1,2,0,1
608344,field_out,LAD,BAL,Curveball,78.7,84.3,76.0,42.0,popup,1.3,54.37,5.0,L,1,0,0,5
608344,single,LAD,BAL,Sinker,92.2,99.4,-12.0,10.0,ground_ball,1.0,54.29,6.0,L,0,0,2,3
672335,strikeout,LAD,BAL,Sinker,95.3,,,,,1.17,54.73,1.0,L,2,2,0,8
608344,single,LAD,BAL,Sinker,90.1,85.9,23.0,281.0,line_drive,1.17,54.25,12.0,L,0,0,0,1
682052,field_out,LAD,TB,4-Seam Fastball,90.6,107.2,14.0,310.0,line_drive,3.43,53.47,5.0,L,0,1,2,5
682052,strikeout,LAD,TB,Slider,78.6,,,,,3.52,54.07,13.0,L,0,2,2,3
663992,hit_by_pitch,LAD,TB,Sinker,91.8,,,,,2.38,53.29,12.0,L,2,1,0,8
682052,field_out,LAD,TB,4-Seam Fastball,91.0,97.9,33.0,360.0,fly_ball,3.32,53.53,4.0,L,0,0,0,1
671737,home_run,LAD,TB,Split-Finger,92.2,96.7,32.0,338.0,fly_ball,-1.55,54.07,7.0,R,2,1,1,5
671737,catcher_interf,LAD,TB,4-Seam Fastball,98.9,,,,,-1.35,54.06,1.0,R,1,2,0,4
669270,field_out,LAD,TB,4-Seam Fastball,94.6,93.4,43.0,304.0,fly_ball,-1.74,53.72,4.0,R,2,1,1,7
664076,field_out,LAD,TB,Sweeper,79.6,99.4,42.0,350.0,fly_ball,1.06,54.7,12.0,L,1,1,0,10
671737,single,LAD,TB,Split-Finger,92.2,96.3,14.0,198.0,line_drive,-1.63,53.97,8.0,R,1,1,0,1
641302,single,LAD,TB,Sinker,89.3,57.6,-3.0,24.0,ground_ball,1.63,54.35,12.0,L,0,1,0,4
621363,home_run,LAD,TB,Slider,84.3,105.1,35.0,389.0,fly_ball,0.91,53.42,7.0,L,0,0,2,9
641302,field_out,LAD,TB,Sinker,90.2,92.1,9.0,126.0,line_drive,1.69,54.43,9.0,L,2,1,0,1
664076,field_out,LAD,TB,Sinker,97.1,81.4,-24.0,5.0,ground_ball,1.02,54.53,6.0,L,1,0,2,7
663992,field_out,LAD,TB,Sinker,92.6,111.8,-2.0,38.0,ground_ball,2.37,53.22,14.0,L,1,0,1,5
669302,single,LAD,SEA,Cutter,94.2,97.8,17.0,266.0,line_drive,-1.56,52.92,5.0,R,3,1,1,5
669302,walk,LAD,SEA,Curveball,84.0,,,,,-1.73,53.3,13.0,R,3,1,2,3
663423,field_out,LAD,SEA,Slider,85.7,79.4,54.0,199.0,fly_ball,-2.34,54.08,6.0,R,0,0,0,6
700187,field_out,LAD,SEA,Sweeper,84.4,89.7,-10.0,6.0,ground_ball,-1.55,54.9,14.0,R,1,2,1,8
669302,strikeout,LAD,SEA,Slider,92.5,,,,,-1.62,53.14,6.0,R,1,2,0,1
682243,field_out,LAD,SEA,Cutter,91.3,81.7,-15.0,11.0,ground_ball,-1.46,54.48,3.0,R,2,1,2,4
682243,triple,LAD,SEA,Split-Finger,87.1,109.8,13.0,275.0,line_drive,-1.49,54.27,7.0,R,2,2,1,3
608723,single,LAD,SEA,Cutter,89.8,115.5,19.0,364.0,line_drive,-2.58,54.22,9.0,R,2,2,2,8
682243,strikeout,LAD,SEA,Split-Finger,85.5,,,,,-1.52,54.43,13.0,R,2,2,0,1
662253,field_out,LAD,SEA,Slider,86.5,100.1,9.0,154.0,line_drive,-1.61,53.78,7.0,R,1,1,1,7
693433,field_out,LAD,SEA,Changeup,89.3,83.5,7.0,88.0,ground_ball,-1.51,53.88,7.0,R,0,1,0,6
693433,field_out,LAD,SEA,4-Seam Fastball,94.9,89.2,50.0,258.0,fly_ball,-1.2,54.03,2.0,R,0,1,1,3
642048,walk,LAD,SEA,Sinker,91.0,,,,,2.02,53.76,13.0,L,3,2,2,7
693433,single,LAD,SEA,Sinker,95.1,75.9,2.0,65.0,ground_ball,-1.24,53.88,2.0,R,2,2,0,1
543243,home_run,STL,LAD,Curveball,79.7,113.5,22.0,396.0,fly_ball,-0.6,53.85,5.0,R,0,0,1,5
543243,field_out,STL,LAD,Cutter,89.5,85.1,63.0,196.0,popup,-0.77,53.89,2.0,R,1,1,0,3
669461,strikeout,STL,LAD,Sinker,96.6,,,,,0.43,54.0,4.0,L,3,2,0,7
667463,field_out,STL,LAD,Sinker,94.5,103.0,-6.0,18.0,ground_ball,1.88,54.64,14.0,L,0,1,1,9
543243,strikeout,STL,LAD,Sweeper,84.2,,,,,-0.76,53.76,14.0,R,1,2,0,1
669467,home_run,STL,LAD,Knuckle Curve,80.3,111.9,21.0,384.0,line_drive,-1.45,53.92,5.0,R,1,1,2,5
669467,strikeout,STL,LAD,Knuckle Curve,81.0,,,,,-1.45,53.71,13.0,R,0,2,0,3
668941,field_out,STL,LAD,Slider,85.2,82.4,46.0,241.0,fly_ball,1.92,55.08,7.0,L,1,2,1,8
669467,walk,STL,LAD,4-Seam Fastball,94.9,,,,,-1.8,53.77,11.0,R,3,2,0,1
571945,field_out,STL,LAD,Changeup,86.6,82.5,49.0,255.0,fly_ball,-2.99,53.9,7.0,R,2,1,2,5
571945,field_out,STL,LAD,Slider,89.3,106.8,9.0,161.0,line_drive,-2.81,54.06,6.0,R,0,0,2,2
571945,strikeout,STL,LAD,Slider,87.2,,,,,-2.98,53.84,1.0,R,3,2,0,1
668941,strikeout,STL,LAD,Slider,85.3,,,,,1.79,55.11,13.0,L,3,2,1,9
669461,field_out,STL,LAD,Sinker,95.4,84.9,2.0,59.0,ground_ball,0.65,54.26,2.0,L,2,2,2,6
668964,single,MIL,LAD,Cutter,89.7,108.6,2.0,71.0,ground_ball,-1.2,53.81,7.0,R,2,2,0,5
668964,field_out,MIL,LAD,Cutter,89.9,93.9,-30.0,3.0,ground_ball,-1.06,53.93,8.0,R,0,0,0,3
642207,strikeout,MIL,LAD,4-Seam Fastball,95.8,,,,,-2.36,53.19,1.0,R,3,2,2,9
668964,field_out,MIL,LAD,Cutter,89.1,98.3,57.0,241.0,fly_ball,-1.13,53.86,4.0,R,2,2,0,1
665625,field_out,MIL,LAD,Sinker,96.1,85.6,25.0,314.0,line_drive,-2.75,53.3,8.0,R,0,0,2,6
593423,field_out,MIL,LAD,4-Seam Fastball,96.9,101.3,20.0,320.0,line_drive,-0.69,54.2,5.0,R,0,1,2,4
593423,walk,MIL,LAD,Cutter,91.5,,,,,-1.0,54.41,4.0,R,3,2,1,2
657649,strikeout,MIL,LAD,Sinker,96.7,,,,,2.67,54.31,5.0,L,0,2,0,7
593423,field_error,MIL,LAD,4-Seam Fastball,97.5,101.0,-1.0,40.0,ground_ball,-0.89,54.25,8.0,R,0,2,0,1
642207,field_out,MIL,LAD,4-Seam Fastball,95.1,95.5,47.0,292.0,fly_ball,-2.31,53.14,1.0,R,0,1,0,9
607067,field_out,MIL,LAD,Sinker,91.5,92.1,-26.0,4.0,ground_ball,-1.97,53.67,8.0,R,2,2,1,6
607067,strikeout,MIL,LAD,Sweeper,81.6,,,,,-2.06,53.91,13.0,R,1,2,1,4
607067,home_run,MIL,LAD,Split-Finger,88.2,109.3,24.0,413.0,fly_ball,-1.92,53.74,5.0,R,1,0,2,3
683232,strikeout,MIL,LAD,4-Seam Fastball,97.1,,,,,-1.45,53.76,2.0,R,0,2,2,8
607067,field_out,MIL,LAD,Sinker,91.7,104.9,48.0,300.0,fly_ball,-2.17,54.03,4.0,R,0,0,0,1
642547,home_run,MIL,LAD,4-Seam Fastball,93.2,107.0,36.0,424.0,fly_ball,-2.92,53.78,11.0,R,3,0,0,5
642547,field_out,MIL,LAD,4-Seam Fastball,96.1,31.7,31.0,60.0,ground_ball,-2.55,53.75,11.0,R,3,2,1,3
663542,walk,MIL,LAD,Sweeper,82.0,,,,,3.48,52.97,13.0,L,3,2,2,7
642547,field_out,MIL,LAD,4-Seam Fastball,92.9,93.0,25.0,348.0,line_drive,-2.37,53.77,6.0,R,1,0,0,1
663559,field_out,LAD,PIT,Sinker,93.9,86.7,3.0,63.0,ground_ball,1.29,53.4,12.0,L,1,2,1,4
663559,field_out,LAD,PIT,Sinker,93.0,76.2,32.0,276.0,fly_ball,1.22,53.37,12.0,L,0,1,1,2
670280,field_out,LAD,PIT,4-Seam Fastball,97.9,75.1,58.0,174.0,popup,-1.87,53.91,11.0,R,1,2,1,10
656222,triple,LAD,PIT,Cutter,84.4,99.2,12.0,171.0,line_drive,0.93,54.43,4.0,L,3,2,2,6
547973,field_out,LAD,PIT,Slider,90.7,88.6,69.0,125.0,popup,0.38,53.12,8.0,L,0,1,1,8
663559,field_out,LAD,PIT,4-Seam Fastball,91.5,82.7,55.0,214.0,fly_ball,1.17,53.51,3.0,L,0,0,0,1
694973,strikeout,LAD,PIT,Curveball,83.5,,,,,-2.63,54.32,5.0,R,2,2,1,5
694973,strikeout,LAD,PIT,Split-Finger,93.5,,,,,-2.64,54.01,13.0,R,2,2,0,3
694973,field_out,LAD,PIT,Split-Finger,94.1,86.1,-8.0,10.0,ground_ball,-2.85,53.85,8.0,R,0,1,0,1
656605,field_out,LAD,PIT,4-Seam Fastball,94.0,84.0,57.0,198.0,fly_ball,-1.83,54.19,2.0,R,0,1,1,4
656605,home_run,LAD,PIT,Slider,88.4,113.9,30.0,448.0,fly_ball,-1.85,54.15,9.0,R,1,2,1,3
593334,field_out,LAD,PIT,4-Seam Fastball,91.1,97.7,18.0,333.0,line_drive,-1.33,54.61,11.0,R,2,2,1,6
656605,strikeout,LAD,PIT,4-Seam Fastball,96.7,,,,,-1.93,54.25,12.0,R,0,2,0,1
663969,field_out,LAD,PHI,4-Seam Fastball,92.1,56.3,41.0,170.0,popup,-1.22,54.42,12.0,R,1,2,1,4
663969,field_out,LAD,PHI,4-Seam Fastball,92.9,94.4,-3.0,34.0,ground_ball,-1.01,54.45,3.0,R,0,1,0,2
628708,field_out,LAD,PHI,Slider,85.3,98.2,77.0,109.0,popup,-1.67,54.49,5.0,R,1,0,1,9
621237,force_out,LAD,PHI,Cutter,94.1,67.5,-32.0,3.0,ground_ball,1.02,53.89,13.0,L,0,1,0,7
663969,field_out,LAD,PHI,Curveball,81.0,70.4,-39.0,2.0,ground_ball,-1.21,54.12,9.0,R,0,1,0,1
650911,field_out,LAD,PHI,Sinker,93.1,72.3,19.0,165.0,line_drive,1.89,53.49,12.0,L,0,0,2,5
650911,field_out,LAD,PHI,Sinker,93.7,89.5,45.0,271.0,fly_ball,1.74,53.58,5.0,L,2,2,0,3
621381,field_out,LAD,PHI,Slider,82.8,84.2,46.0,259.0,fly_ball,3.45,54.5,1.0,L,3,2,2,7
650911,field_out,LAD,PHI,Sinker,93.0,106.8,-12.0,9.0,ground_ball,1.87,53.53,9.0,L,0,0,0,1
605400,double,LAD,PHI,4-Seam Fastball,92.9,117.1,11.0,213.0,line_drive,-1.6,53.63,5.0,R,3,0,1,5
605400,sac_fly,LAD,PHI,4-Seam Fastball,94.1,113.1,47.0,364.0,fly_ball,-1.71,53.69,5.0,R,0,0,0,3
621383,home_run,LAD,PHI,Changeup,86.3,107.4,37.0,384.0,fly_ball,2.58,54.67,5.0,L,1,0,0,8
605400,field_out,LAD,PHI,4-Seam Fastball,93.3,94.1,78.0,88.0,popup,-1.65,53.55,6.0,R,2,1,0,1
674370,field_out,OAK,LAD,Slider,84.9,89.2,34.0,315.0,fly_ball,-2.43,54.41,8.0,R,2,2,0,5
674370,field_out,OAK,LAD,Changeup,90.3,90.4,48.0,282.0,fly_ball,-2.3,54.0,7.0,R,0,2,1,2
671305,strikeout,OAK,LAD,Slider,86.0,,,,,-1.32,54.0,9.0,R,3,2,1,7
674370,strikeout,OAK,LAD,4-Seam Fastball,94.4,,,,,-2.42,54.24,7.0,R,2,2,0,1
687765,single,OAK,LAD,Cutter,91.2,103.0,-9.0,13.0,ground_ball,-2.56,54.09,6.0,R,2,0,2,5
687765,strikeout,OAK,LAD,Curveball,83.6,,,,,-2.28,54.09,14.0,R,1,2,1,3
666205,strikeout,OAK,LAD,4-Seam Fastball,93.7,,,,,1.31,53.75,5.0,L,3,2,2,9
518397,strikeout,OAK,LAD,Sinker,93.0,,,,,1.33,54.35,4.0,L,3,2,1,7
687765,walk,OAK,LAD,Slider,84.4,,,,,-3.19,54.51,11.0,R,3,1,0,1
666205,single,OAK,LAD,Slider,85.1,106.2,-6.0,16.0,ground_ball,1.49,54.23,7.0,L,1,1,0,9
683155,field_out,OAK,LAD,4-Seam Fastball,94.8,69.4,50.0,195.0,popup,-2.2,54.24,12.0,R,1,2,1,6
683155,field_out,OAK,LAD,4-Seam Fastball,92.7,105.5,37.0,372.0,fly_ball,-2.24,54.34,5.0,R,0,1,1,3
621053,home_run,OAK,LAD,4-Seam Fastball,93.4,116.3,25.0,405.0,fly_ball,-3.39,54.46,2.0,R,1,1,2,9
613534,field_out,OAK,LAD,Slider,88.0,76.9,-18.0,9.0,ground_ball,-3.76,54.63,1.0,R,1,2,2,7
683155,field_out,OAK,LAD,4-Seam Fastball,93.5,103.4,42.0,361.0,fly_ball,-2.05,54.38,11.0,R,0,0,0,1
656302,field_out,SD,LAD,4-Seam Fastball,97.4,96.4,-3.0,32.0,ground_ball,-0.97,54.02,5.0,R,3,1,2,5
656302,walk,SD,LAD,4-Seam Fastball,99.2,,,,,-1.06,54.13,12.0,R,3,2,1,3
656302,field_out,SD,LAD,Knuckle Curve,82.3,61.0,-30.0,3.0,ground_ball,-0.88,54.33,5.0,R,3,2,0,1
592094,field_out,SD,LAD,Changeup,89.8,88.2,12.0,164.0,line_drive,-1.14,54.15,11.0,R,0,1,1,8
663362,field_out,SD,LAD,Cutter,86.6,99.8,41.0,332.0,fly_ball,-1.25,53.72,6.0,R,2,0,1,2
669093,strikeout,SD,LAD,Split-Finger,83.3,,,,,-1.03,53.36,8.0,R,3,2,1,9
670970,field_out,SD,LAD,Slider,86.4,106.0,18.0,329.0,line_drive,2.92,54.14,4.0,L,2,2,0,7
663362,walk,SD,LAD,Sinker,91.2,,,,,-1.33,53.7,14.0,R,3,1,0,1
673513,strikeout,SD,LAD,Slider,87.0,,,,,2.11,54.67,13.0,L,1,2,0,5
681293,field_out,HOU,LAD,Curveball,79.1,95.2,49.0,281.0,fly_ball,-2.09,53.46,6.0,R,0,0,2,5
681293,strikeout,HOU,LAD,4-Seam Fastball,95.7,,,,,-2.05,53.47,11.0,R,1,2,1,3
681293,field_out,HOU,LAD,Cutter,88.7,104.6,41.0,357.0,fly_ball,-2.3,53.55,5.0,R,2,2,0,1
606160,walk,HOU,LAD,4-Seam Fastball,96.0,,,,,-1.34,54.03,12.0,R,3,1,0,9
687911,strikeout,HOU,LAD,4-Seam Fastball,93.8,,,,,2.51,53.88,13.0,L,0,2,2,7
669854,walk,HOU,LAD,Changeup,86.7,,,,,-0.97,53.61,14.0,R,3,1,0,5
669854,home_run,HOU,LAD,4-Seam Fastball,92.0,118.7,29.0,461.0,fly_ball,-0.64,53.26,5.0,R,2,1,0,3
605463,walk,HOU,LAD,4-Seam Fastball,94.1,,,,,-3.88,54.71,11.0,R,3,2,2,8
681869,single,HOU,LAD,Curveball,82.2,91.0,0.0,44.0,ground_ball,-1.93,54.08,14.0,R,0,0,1,6
669854,field_out,HOU,LAD,Slider,88.4,97.9,33.0,366.0,fly_ball,-1.11,54.17,7.0,R,3,2,0,1
664285,walk,HOU,LAD,Curveball,81.3,,,,,0.63,54.96,13.0,L,3,2,1,6
664285,field_out,HOU,LAD,Slider,87.8,99.8,20.0,335.0,line_drive,0.64,54.79,4.0,L,2,2,2,3
519151,single,HOU,LAD,4-Seam Fastball,95.5,113.5,-3.0,24.0,ground_ball,-0.45,54.02,8.0,R,0,1,0,8
664285,double,HOU,LAD,Sinker,95.4,97.7,18.0,282.0,line_drive,0.8,54.65,6.0,L,0,0,0,1
657277,double,LAD,SF,Sinker,93.2,94.9,9.0,159.0,line_drive,-1.53,53.77,3.0,R,1,0,2,4
657277,field_out,LAD,SF,Sinker,93.3,107.5,-13.0,10.0,ground_ball,-1.52,53.74,4.0,R,0,1,2,2
643511,home_run,LAD,SF,Slider,74.7,112.6,46.0,360.0,fly_ball,-3.95,54.43,6.0,R,0,0,1,8
663546,field_out,LAD,SF,Cutter,92.2,91.5,39.0,322.0,fly_ball,-1.43,53.84,2.0,R,2,2,0,6
657277,walk,LAD,SF,4-Seam Fastball,90.9,,,,,-1.5,53.6,12.0,R,3,1,0,1
592662,strikeout,LAD,SF,4-Seam Fastball,95.5,,,,,2.69,54.32,12.0,L,2,2,2,5
592662,strikeout,LAD,SF,4-Seam Fastball,93.1,,,,,2.41,54.48,12.0,L,1,2,2,2
669062,strikeout,LAD,SF,Changeup,85.0,,,,,1.86,53.98,8.0,L,2,2,0,8
592662,field_out,LAD,SF,4-Seam Fastball,94.4,102.0,36.0,351.0,fly_ball,2.55,54.26,5.0,L,0,0,0,1
663855,double,LAD,SF,Sweeper,82.7,105.1,23.0,329.0,fly_ball,-2.04,54.17,6.0,R,1,1,2,4
663855,strikeout,LAD,SF,4-Seam Fastball,93.5,,,,,-1.89,53.84,12.0,R,2,2,0,3
678495,single,LAD,SF,4-Seam Fastball,99.2,114.2,10.0,250.0,line_drive,-1.15,53.88,8.0,R,2,2,2,8
573124,strikeout,LAD,SF,Sweeper,79.3,,,,,2.08,54.89,7.0,L,1,2,1,6
663855,strikeout,LAD,SF,Split-Finger,86.0,,,,,-2.03,53.84,14.0,R,2,2,0,1
605483,field_out,LAD,SF,Curveball,82.1,89.0,-28.0,4.0,ground_ball,1.97,53.68,8.0,L,0,1,0,6
605483,strikeout,LAD,SF,Curveball,83.1,,,,,1.85,53.8,13.0,L,1,2,1,3
605483,walk,LAD,SF,Slider,91.5,,,,,1.89,53.86,13.0,L,3,2,0,1
669062,strikeout,LAD,SF,Changeup,85.4,,,,,1.74,54.1,14.0,L,1,2,0,8
676710,home_run,LAD,BOS,Cutter,85.9,116.7,28.0,473.0,fly_ball,-1.35,54.8,5.0,R,2,1,0,5
676710,field_out,LAD,BOS,4-Seam Fastball,92.2,98.0,45.0,307.0,fly_ball,-1.23,54.34,6.0,R,1,2,0,3
502624,walk,LAD,BOS,4-Seam Fastball,95.4,,,,,-0.96,54.78,11.0,R,3,2,2,7
676710,strikeout,LAD,BOS,4-Seam Fastball,92.6,,,,,-1.38,54.72,11.0,R,0,2,0,1
678394,double,LAD,BOS,Slider,87.9,112.7,7.0,200.0,line_drive,-2.13,54.19,5.0,R,2,1,0,6
678394,field_out,LAD,BOS,Changeup,88.5,84.7,72.0,119.0,popup,-1.88,54.18,7.0,R,1,1,1,3
592155,field_out,LAD,BOS,4-Seam Fastball,95.6,94.1,65.0,163.0,popup,2.49,54.08,1.0,L,1,2,2,7
678394,field_out,LAD,BOS,Slider,86.8,92.0,-19.0,7.0,ground_ball,-2.03,54.6,5.0,R,0,1,0,1
601713,strikeout,LAD,BOS,Cutter,89.5,,,,,-2.14,53.62,1.0,R,1,2,0,6
601713,strikeout,LAD,BOS,4-Seam Fastball,95.1,,,,,-1.46,53.64,11.0,R,1,2,1,3
601713,strikeout,LAD,BOS,4-Seam Fastball,94.6,,,,,-1.75,53.73,11.0,R,2,2,0,1
657514,double,LAD,BOS,Sinker,91.0,89.6,30.0,282.0,fly_ball,2.96,54.71,5.0,L,0,0,1,8
628317,single,DET,LAD,Split-Finger,86.8,108.5,7.0,156.0,ground_ball,-1.9,54.36,4.0,R,2,1,2,5
663947,field_out,DET,LAD,Sinker,91.8,108.1,17.0,328.0,line_drive,1.64,54.01,6.0,L,2,0,0,3
605177,single,DET,LAD,4-Seam Fastball,94.2,97.2,12.0,210.0,line_drive,1.83,53.97,1.0,L,0,1,2,8
689225,field_out,DET,LAD,4-Seam Fastball,95.6,111.3,20.0,381.0,line_drive,-1.67,54.25,8.0,R,0,0,0,1
672456,home_run,DET,LAD,Changeup,85.5,107.8,24.0,373.0,fly_ball,-2.64,54.09,5.0,R,1,0,0,5
672456,strikeout,DET,LAD,Knuckle Curve,79.7,,,,,-2.76,54.17,5.0,R,2,2,0,3
666214,force_out,DET,LAD,Cutter,87.2,93.5,-4.0,24.0,ground_ball,1.2,54.19,7.0,L,0,1,0,6
605177,walk,DET,LAD,Slider,83.5,,,,,2.18,54.03,13.0,L,3,1,0,8
672456,triple,DET,LAD,Changeup,86.8,91.5,15.0,208.0,line_drive,-2.73,54.05,4.0,R,0,1,0,1
669373,field_out,DET,LAD,Sinker,96.6,95.4,26.0,314.0,fly_ball,1.66,54.16,9.0,L,1,1,2,5
669373,field_out,DET,LAD,Slider,90.3,99.4,53.0,241.0,fly_ball,2.03,54.17,2.0,L,2,2,2,3
689225,strikeout,DET,LAD,Changeup,88.6,,,,,-1.36,54.4,13.0,R,3,2,1,8
663947,double,DET,LAD,Sinker,94.3,107.3,24.0,402.0,fly_ball,1.78,54.27,3.0,L,1,0,2,9
669373,field_out,DET,LAD,Sinker,97.5,92.4,1.0,57.0,ground_ball,1.7,54.32,2.0,L,2,2,0,1
605400,strikeout,PHI,LAD,4-Seam Fastball,94.5,,,,,-1.63,53.76,2.0,R,1,2,0,5
605400,strikeout,PHI,LAD,Knuckle Curve,79.0,,,,,-1.67,54.01,14.0,R,1,2,1,2
621381,field_out,PHI,LAD,Slider,81.1,81.4,1.0,45.0,ground_ball,3.41,54.16,4.0,L,1,1,2,7
605400,field_out,PHI,LAD,4-Seam Fastball,94.3,91.5,45.0,278.0,fly_ball,-1.64,53.52,11.0,R,2,2,0,1
650911,single,PHI,LAD,Sinker,95.2,89.8,16.0,229.0,line_drive,1.91,53.57,14.0,L,0,1,1,5
650911,field_out,PHI,LAD,Sinker,94.7,70.9,-14.0,9.0,ground_ball,1.86,53.48,14.0,L,3,2,2,3
621381,strikeout,PHI,LAD,Slider,83.4,,,,,3.58,54.28,13.0,L,1,2,1,7
650911,single,PHI,LAD,Sinker,94.0,92.5,7.0,108.0,ground_ball,2.04,54.13,6.0,L,0,0,0,1
554430,walk,PHI,LAD,4-Seam Fastball,96.3,,,,,-1.94,53.4,11.0,R,3,0,2,5
554430,single,PHI,LAD,Cutter,91.5,68.5,46.0,206.0,fly_ball,-2.03,53.41,2.0,R,0,1,1,3
554430,strikeout,PHI,LAD,4-Seam Fastball,97.6,,,,,-1.95,53.05,12.0,R,0,2,0,1
572971,field_out,LAD,MIL,Sinker,89.5,95.4,-28.0,5.0,ground_ball,1.34,55.0,5.0,L,3,2,2,4
572971,single,LAD,MIL,Sinker,88.7,109.2,11.0,209.0,line_drive,1.73,54.79,1.0,L,3,2,1,3
596001,strikeout,LAD,MIL,Sinker,94.1,,,,,-1.83,54.39,6.0,R,0,2,1,6
572971,field_out,LAD,MIL,Sinker,87.3,85.6,-32.0,5.0,ground_ball,1.77,54.87,1.0,L,3,2,0,1
656730,strikeout,LAD,MIL,Knuckle Curve,87.4,,,,,-0.36,53.95,14.0,R,0,2,0,9
642547,walk,LAD,MIL,4-Seam Fastball,97.3,,,,,-2.6,53.96,11.0,R,3,2,1,4
642547,hit_by_pitch,LAD,MIL,Slider,82.2,,,,,-2.7,53.9,14.0,R,1,2,2,2
669060,triple,LAD,MIL,Cutter,90.5,100.6,24.0,377.0,fly_ball,-2.77,54.13,6.0,R,1,2,2,6
663542,home_run,LAD,MIL,Cutter,86.1,109.9,23.0,430.0,fly_ball,3.25,53.36,9.0,L,0,1,1,8
642547,walk,LAD,MIL,4-Seam Fastball,95.7,,,,,-2.63,54.28,13.0,R,3,2,0,1
