pitcher,events,home_team,away_team,pitch_name,release_speed,launch_speed,launch_angle,hit_distance_sc,bb_type,release_pos_x,release_pos_y,zone,p_throws,balls,strikes,outs_when_up,inning
650644,strikeout,LAD,MIL,Sinker,92.9,,,,,-1.26,54.97,12.0,R,2,2,2,4
650644,strikeout,LAD,MIL,Cutter,88.9,,,,,-0.93,54.76,1.0,R,3,2,0,3
665625,field_out,LAD,MIL,Sinker,97.9,80.4,-39.0,3.0,ground_ball,-2.67,53.33,8.0,R,1,1,1,8
663542,field_out,LAD,MIL,Sweeper,84.5,97.3,15.0,277.0,line_drive,3.3,52.97,11.0,L,1,2,1,7
650644,strikeout,LAD,MIL,Sweeper,79.3,,,,,-1.24,54.87,7.0,R,2,2,0,1
668678,strikeout,LAD,AZ,4-Seam Fastball,94.4,,,,,-2.44,53.75,2.0,R,1,2,2,4
668678,strikeout,LAD,AZ,Knuckle Curve,79.8,,,,,-2.7,53.91,14.0,R,1,2,0,3
679885,strikeout,LAD,AZ,Split-Finger,89.3,,,,,-2.58,53.67,9.0,R,3,2,0,7
668678,walk,LAD,AZ,4-Seam Fastball,97.6,,,,,-2.58,53.96,13.0,R,3,2,0,1
691441,strikeout,LAD,AZ,Curveball,87.7,,,,,-1.52,53.83,14.0,R,3,2,1,2
686826,field_out,LAD,AZ,Slider,86.5,110.2,18.0,318.0,line_drive,-2.58,54.8,8.0,R,0,2,2,4
573009,field_out,LAD,AZ,Curveball,78.9,94.1,47.0,275.0,fly_ball,3.49,54.18,9.0,L,2,1,1,7
691441,single,LAD,AZ,Changeup,92.6,87.3,-2.0,34.0,ground_ball,-1.95,53.81,13.0,R,1,1,0,1
669194,single,LAD,AZ,Cutter,90.5,72.0,26.0,228.0,fly_ball,-1.97,54.23,12.0,R,2,1,1,5
669194,strikeout,LAD,AZ,4-Seam Fastball,95.7,,,,,-2.01,54.03,3.0,R,2,2,0,3
679885,home_run,LAD,AZ,Slider,89.7,112.0,37.0,433.0,fly_ball,-2.97,53.7,3.0,R,1,0,0,7
623149,strikeout,LAD,AZ,4-Seam Fastball,92.8,,,,,-3.63,54.22,3.0,R,1,2,1,9
573009,double,LAD,AZ,Sinker,88.0,96.3,27.0,311.0,fly_ball,3.41,54.27,6.0,L,1,1,0,1
702352,strikeout,SF,LAD,Sweeper,82.2,,,,,-1.77,54.45,14.0,R,0,2,2,5
702352,strikeout,SF,LAD,4-Seam Fastball,95.0,,,,,-1.94,54.09,3.0,R,2,2,2,3
694738,field_out,SF,LAD,Changeup,87.9,93.2,52.0,264.0,fly_ball,-2.27,53.95,5.0,R,1,1,0,8
643511,strikeout,SF,LAD,Slider,73.6,,,,,-3.73,54.38,5.0,R,1,2,2,9
702352,field_out,SF,LAD,Cutter,91.1,93.8,1.0,52.0,ground_ball,-1.95,54.34,3.0,R,1,1,0,1
675921,walk,SF,LAD,4-Seam Fastball,93.6,,,,,-2.7,54.02,11.0,R,3,1,2,4
675921,home_run,SF,LAD,Slider,85.6,109.7,35.0,412.0,fly_ball,-2.49,53.97,2.0,R,1,2,1,3
573124,field_out,SF,LAD,Sinker,92.9,84.6,42.0,259.0,fly_ball,1.94,54.57,5.0,L,1,2,2,6
669062,strikeout,SF,LAD,Slider,82.9,,,,,1.05,54.04,4.0,L,3,2,0,1
666808,strikeout,SF,LAD,Slider,90.1,,,,,-1.49,54.17,14.0,R,0,2,0,9
657277,field_out,SF,LAD,Sinker,93.1,107.1,-19.0,8.0,ground_ball,-1.55,53.43,5.0,R,2,2,1,3
643511,single,SF,LAD,Sinker,82.6,68.7,15.0,120.0,ground_ball,-3.8,54.23,12.0,R,0,2,0,8
657277,strikeout,SF,LAD,Sinker,94.5,,,,,-1.68,53.34,11.0,R,0,2,0,1
607200,field_out,CWS,LAD,Cutter,88.7,72.3,70.0,101.0,popup,-1.29,53.73,3.0,R,0,0,0,5
607200,walk,CWS,LAD,Changeup,88.8,,,,,-1.42,53.46,13.0,R,3,0,0,3
647336,walk,CWS,LAD,4-Seam Fastball,95.8,,,,,-2.56,54.46,14.0,R,3,2,2,7
607200,home_run,CWS,LAD,Cutter,90.9,113.9,26.0,437.0,fly_ball,-1.26,53.89,1.0,R,3,2,0,1
623167,single,CWS,LAD,Cutter,89.6,109.5,-9.0,8.0,ground_ball,-0.19,53.89,14.0,R,0,1,2,4
623167,walk,CWS,LAD,4-Seam Fastball,93.5,,,,,-0.3,53.95,7.0,R,3,2,0,3
605154,strikeout,CWS,LAD,4-Seam Fastball,95.4,,,,,-1.84,53.87,3.0,R,1,2,1,9
621383,strikeout,CWS,LAD,Sinker,93.3,,,,,2.38,54.43,3.0,L,3,2,2,6
623167,home_run,CWS,LAD,Curveball,72.9,93.8,31.0,376.0,fly_ball,-0.19,54.21,4.0,R,2,2,0,1
676979,strikeout,CWS,LAD,4-Seam Fastball,98.9,,,,,2.81,53.14,5.0,L,1,2,2,5
676979,field_out,CWS,LAD,Sweeper,85.0,76.2,-11.0,9.0,ground_ball,2.46,53.51,7.0,L,0,1,1,3
656629,sac_fly,CWS,LAD,Cutter,90.5,96.9,37.0,336.0,fly_ball,-2.64,54.16,2.0,R,0,0,1,9
621383,walk,CWS,LAD,Slider,88.8,,,,,2.78,54.42,11.0,L,3,0,2,7
676979,strikeout,CWS,LAD,Cutter,91.2,,,,,2.71,53.62,2.0,L,2,2,0,1
668676,home_run,LAD,LAA,Slider,84.9,115.5,24.0,459.0,fly_ball,0.0,54.26,8.0,R,2,0,0,3
672710,field_out,LAD,LAA,Changeup,88.1,81.1,-7.0,16.0,ground_ball,-0.81,53.95,13.0,R,0,0,2,8
668968,field_out,LAD,LAA,Changeup,87.3,87.8,-6.0,13.0,ground_ball,-0.99,55.22,7.0,R,2,2,0,6
608334,walk,LAD,LAA,4-Seam Fastball,93.6,,,,,-2.42,54.17,14.0,R,3,0,1,4
668676,field_out,LAD,LAA,Changeup,85.2,80.4,24.0,270.0,line_drive,-0.16,54.17,13.0,R,1,2,0,1
663776,walk,LAD,LAA,Sinker,89.3,,,,,1.21,54.29,12.0,L,3,2,1,3
519043,home_run,LAD,LAA,4-Seam Fastball,91.1,113.1,27.0,455.0,fly_ball,0.94,54.49,5.0,L,1,1,2,5
663776,walk,LAD,LAA,Slider,89.1,,,,,1.23,54.28,7.0,L,3,2,0,1
472610,single,LAD,LAA,Split-Finger,87.5,94.5,4.0,68.0,line_drive,-2.09,53.98,5.0,R,1,0,1,8
621389,strikeout,COL,LAD,Changeup,81.1,,,,,2.88,55.29,7.0,L,3,2,1,4
621389,walk,COL,LAD,Changeup,81.5,,,,,3.26,55.46,12.0,L,3,1,2,2
683627,field_out,COL,LAD,Changeup,82.7,95.4,38.0,378.0,fly_ball,-1.93,54.14,7.0,R,2,2,0,6
621389,home_run,COL,LAD,Sinker,89.1,101.5,29.0,427.0,fly_ball,3.02,55.26,5.0,L,2,1,0,1
663372,field_out,COL,LAD,4-Seam Fastball,95.3,106.4,-10.0,15.0,ground_ball,-1.35,54.05,2.0,R,0,1,2,4
663372,double,COL,LAD,4-Seam Fastball,96.5,108.5,12.0,265.0,line_drive,-1.47,53.98,2.0,R,1,1,2,2
656234,strikeout,COL,LAD,Slider,86.1,,,,,-2.5,54.33,8.0,R,0,2,2,8
683232,single,COL,LAD,Curveball,82.9,104.3,13.0,222.0,line_drive,-1.34,53.74,9.0,R,1,2,2,6
663372,field_out,COL,LAD,4-Seam Fastball,94.7,93.4,64.0,206.0,fly_ball,-1.15,54.22,2.0,R,0,0,0,1
596295,home_run,COL,LAD,Slider,83.9,113.0,30.0,476.0,fly_ball,2.23,53.79,6.0,L,2,0,0,6
596295,field_out,COL,LAD,Knuckle Curve,76.4,73.8,6.0,79.0,ground_ball,2.09,53.92,12.0,L,0,0,1,3
656222,field_out,COL,LAD,4-Seam Fastball,94.4,111.7,17.0,371.0,line_drive,0.65,53.89,2.0,L,3,1,2,7
596295,field_out,COL,LAD,Slider,86.2,97.7,-21.0,6.0,ground_ball,2.04,53.41,4.0,L,3,2,0,1
680767,single,COL,LAD,Changeup,91.3,115.3,-3.0,29.0,ground_ball,-2.58,53.72,5.0,R,1,1,1,9
615698,double,COL,LAD,Split-Finger,85.3,100.2,18.0,311.0,line_drive,-1.46,54.07,4.0,R,1,2,1,4
615698,single,COL,LAD,Split-Finger,85.2,107.3,-4.0,28.0,ground_ball,-1.44,53.86,5.0,R,3,2,2,2
664875,field_out,COL,LAD,Sinker,94.6,104.0,-15.0,9.0,ground_ball,-2.3,54.22,5.0,R,1,1,0,9
664129,walk,COL,LAD,Sinker,96.4,,,,,-3.03,53.81,9.0,R,3,2,0,8
656234,double,COL,LAD,Sinker,95.1,104.3,11.0,232.0,line_drive,-2.23,54.36,5.0,R,2,0,1,6
615698,field_out,COL,LAD,4-Seam Fastball,95.6,107.8,-10.0,12.0,ground_ball,-1.54,54.04,5.0,R,2,2,0,1
663903,home_run,LAD,KC,Slider,79.7,110.7,39.0,400.0,fly_ball,-1.53,53.65,9.0,R,0,0,0,6
663903,home_run,LAD,KC,Sinker,92.5,114.3,27.0,451.0,fly_ball,-1.48,53.32,8.0,R,2,1,1,3
663903,walk,LAD,KC,Sinker,93.2,,,,,-1.41,53.38,13.0,R,3,2,1,1
672582,field_out,LAD,KC,Slider,86.9,91.8,24.0,346.0,line_drive,2.72,55.11,4.0,L,1,1,2,7
607625,field_out,LAD,KC,4-Seam Fastball,93.7,98.5,-17.0,8.0,ground_ball,-1.34,54.39,5.0,R,3,2,1,5
607625,field_out,LAD,KC,Curveball,82.5,100.0,8.0,130.0,ground_ball,-1.29,54.77,6.0,R,1,0,2,3
607625,grounded_into_double_play,LAD,KC,4-Seam Fastball,91.9,104.0,-5.0,24.0,ground_ball,-1.29,54.41,4.0,R,0,0,0,1
669674,walk,LAD,KC,4-Seam Fastball,93.4,,,,,1.54,54.35,13.0,L,3,0,2,7
666142,single,LAD,KC,Cutter,91.9,87.0,18.0,261.0,line_drive,1.06,54.13,7.0,L,2,1,0,6
666142,single,LAD,KC,Slider,86.5,105.8,3.0,79.0,ground_ball,1.11,54.37,9.0,L,2,2,1,4
519293,field_out,LAD,KC,Slider,83.0,83.4,56.0,195.0,popup,1.47,54.67,4.0,L,2,2,1,8
666142,field_out,LAD,KC,4-Seam Fastball,98.0,99.4,-3.0,24.0,ground_ball,0.86,54.28,8.0,L,0,1,1,1
547179,field_out,LAD,TEX,Cutter,91.1,96.1,-13.0,11.0,ground_ball,-1.65,54.61,2.0,R,1,0,1,6
547179,field_out,LAD,TEX,Sinker,95.2,98.0,17.0,286.0,line_drive,-1.56,54.58,5.0,R,2,2,2,3
502085,strikeout,LAD,TEX,Knuckle Curve,87.5,,,,,-2.71,53.98,14.0,R,0,2,1,8
547179,field_out,LAD,TEX,Changeup,85.8,92.3,-6.0,19.0,ground_ball,-1.55,54.76,13.0,R,0,1,1,1
592351,field_out,LAD,TEX,Changeup,89.2,112.5,15.0,321.0,line_drive,-1.65,53.92,4.0,R,1,0,0,3
656641,field_out,LAD,TEX,4-Seam Fastball,94.1,104.4,58.0,228.0,fly_ball,1.71,53.75,2.0,L,1,2,2,5
592351,home_run,LAD,TEX,Slider,89.8,105.2,26.0,424.0,fly_ball,-1.75,54.05,5.0,R,3,2,1,1
502085,strikeout,LAD,TEX,Knuckle Curve,85.8,,,,,-2.63,53.9,14.0,R,0,2,1,8
641540,walk,LAD,TEX,Cutter,86.9,,,,,-2.32,53.31,13.0,R,3,1,1,3
622786,hit_by_pitch,LAD,TEX,Slider,86.2,,,,,-1.96,54.18,14.0,R,1,2,1,7
681982,home_run,LAD,TEX,4-Seam Fastball,92.2,114.2,23.0,433.0,fly_ball,-2.65,54.46,2.0,R,2,2,1,6
641540,walk,LAD,TEX,Changeup,85.3,,,,,-2.04,53.56,14.0,R,3,2,1,1
642546,strikeout,LAD,TEX,Slider,85.6,,,,,-1.65,54.18,14.0,R,1,2,2,4
661563,field_out,NYY,LAD,Changeup,92.4,94.7,37.0,337.0,fly_ball,-3.04,53.37,1.0,R,0,1,2,5
661563,field_out,NYY,LAD,Changeup,93.5,95.2,24.0,342.0,line_drive,-2.8,53.55,8.0,R,2,1,2,3
661563,field_out,NYY,LAD,4-Seam Fastball,97.7,79.2,48.0,245.0,fly_ball,-2.66,53.78,3.0,R,1,1,1,1
596133,double,NYY,LAD,4-Seam Fastball,97.1,60.3,14.0,104.0,ground_ball,-1.54,54.49,12.0,R,1,2,0,8
641482,field_out,NYY,LAD,Sweeper,77.7,78.2,64.0,156.0,popup,2.75,54.84,13.0,L,0,2,0,6
641482,single,NYY,LAD,4-Seam Fastball,95.1,99.3,10.0,213.0,line_drive,0.51,54.22,11.0,L,2,2,1,3
642701,walk,NYY,LAD,Cutter,92.5,,,,,-2.43,54.31,14.0,R,3,0,2,9
641482,strikeout,NYY,LAD,Cutter,88.5,,,,,1.4,54.65,4.0,L,3,2,1,1
592454,fielders_choice,NYY,LAD,4-Seam Fastball,95.5,73.1,3.0,59.0,ground_ball,-1.92,54.13,3.0,R,1,2,0,8
547001,field_out,NYY,LAD,Sinker,93.4,112.8,16.0,359.0,line_drive,-1.31,54.53,8.0,R,0,0,2,3
641656,field_out,NYY,LAD,Slider,90.8,107.8,5.0,109.0,ground_ball,-2.72,54.62,14.0,R,1,1,2,10
547001,field_out,NYY,LAD,Sinker,94.3,98.1,-30.0,4.0,ground_ball,-1.42,54.83,13.0,R,3,2,1,1
657571,field_out,NYY,LAD,4-Seam Fastball,95.7,98.7,40.0,325.0,fly_ball,2.12,53.84,1.0,L,1,2,0,8
624647,field_out,NYY,LAD,Slider,86.5,80.4,-3.0,20.0,ground_ball,2.45,54.28,7.0,L,0,1,2,5
663559,strikeout,PIT,LAD,Slider,85.9,,,,,1.44,53.39,11.0,L,1,2,1,4
663559,strikeout,PIT,LAD,Slider,85.3,,,,,1.26,53.4,7.0,L,0,2,1,2
693312,strikeout,PIT,LAD,Slider,93.7,,,,,-1.48,53.79,13.0,R,0,2,1,7
621294,field_out,PIT,LAD,Cutter,89.4,106.4,-3.0,28.0,ground_ball,-1.95,53.97,14.0,R,0,0,1,5
669387,force_out,PIT,LAD,Slider,88.7,103.1,1.0,50.0,ground_ball,-2.63,54.11,14.0,R,1,2,1,9
663559,single,PIT,LAD,Slider,83.8,84.7,19.0,265.0,line_drive,1.28,53.38,11.0,L,1,2,0,1
694973,single,PIT,LAD,4-Seam Fastball,98.1,107.6,4.0,92.0,ground_ball,-2.48,54.11,2.0,R,1,1,1,5
694973,home_run,PIT,LAD,4-Seam Fastball,100.1,105.6,32.0,415.0,fly_ball,-2.59,54.05,2.0,R,3,2,2,3
694973,strikeout,PIT,LAD,4-Seam Fastball,100.8,,,,,-2.4,54.26,4.0,R,0,2,1,1
547973,strikeout,PIT,LAD,Sinker,103.0,,,,,0.49,53.04,12.0,L,1,2,1,7
670059,field_out,PIT,LAD,Cutter,93.9,100.9,46.0,315.0,fly_ball,-1.76,54.15,3.0,R,3,2,2,8
683003,strikeout,PIT,LAD,Slider,88.7,,,,,-1.53,53.8,2.0,R,3,2,1,5
683003,grounded_into_double_play,PIT,LAD,Changeup,90.4,101.7,-11.0,15.0,ground_ball,-1.77,54.01,11.0,R,2,1,0,3
683003,strikeout,PIT,LAD,4-Seam Fastball,101.0,,,,,-1.51,53.58,11.0,R,1,2,1,1
547973,single,PIT,LAD,Split-Finger,91.8,100.1,-10.0,6.0,ground_ball,0.77,52.81,14.0,L,2,2,0,8
663567,catcher_interf,LAD,COL,4-Seam Fastball,94.1,,,,,-1.66,54.17,2.0,R,0,0,2,6
596295,strikeout,LAD,COL,Knuckle Curve,77.0,,,,,1.91,53.76,3.0,L,3,2,2,2
663567,strikeout,LAD,COL,Changeup,88.1,,,,,-1.7,54.09,13.0,R,1,2,1,4
596295,field_out,LAD,COL,Slider,83.9,76.7,50.0,214.0,fly_ball,2.22,53.98,7.0,L,1,1,0,1
615698,strikeout,LAD,COL,4-Seam Fastball,94.7,,,,,-1.45,53.88,4.0,R,3,2,0,5
615698,walk,LAD,COL,Curveball,81.2,,,,,-1.15,54.06,12.0,R,3,2,1,3
615698,field_out,LAD,COL,Split-Finger,86.8,94.2,59.0,219.0,fly_ball,-1.44,53.87,4.0,R,1,2,1,1
642028,single,LAD,COL,4-Seam Fastball,89.9,113.1,0.0,54.0,ground_ball,2.54,54.35,5.0,L,1,0,0,7
641712,strikeout,LAD,COL,Curveball,81.2,,,,,-2.67,54.56,14.0,R,3,2,1,6
641712,field_out,LAD,COL,Curveball,80.7,92.3,11.0,162.0,line_drive,-2.47,54.54,4.0,R,2,2,0,4
680767,walk,LAD,COL,4-Seam Fastball,99.9,,,,,-1.56,53.36,14.0,R,3,2,2,8
641712,field_out,LAD,COL,Sinker,91.0,105.0,-10.0,10.0,ground_ball,-2.15,54.14,8.0,R,1,0,1,1
656849,single,NYM,LAD,Sinker,91.4,114.1,-5.0,21.0,ground_ball,2.36,53.26,14.0,L,0,1,1,5
656849,field_out,NYM,LAD,Changeup,85.6,96.5,-11.0,14.0,ground_ball,2.36,53.19,5.0,L,0,2,1,3
605347,home_run,NYM,LAD,Sinker,95.9,103.0,34.0,380.0,fly_ball,-1.53,54.05,4.0,R,0,2,2,8
656849,field_out,NYM,LAD,4-Seam Fastball,96.5,100.8,24.0,333.0,fly_ball,2.37,53.19,5.0,L,1,2,1,1
518617,strikeout,NYM,LAD,Sinker,96.3,,,,,3.87,54.02,12.0,L,1,2,1,7
656731,field_out,NYM,LAD,Cutter,90.6,60.4,-20.0,8.0,ground_ball,-1.49,53.0,12.0,R,0,1,0,6
656731,field_out,NYM,LAD,Cutter,90.8,60.6,-44.0,4.0,ground_ball,-1.66,53.2,2.0,R,1,1,1,3
656731,strikeout,NYM,LAD,Slider,86.1,,,,,-1.43,53.16,14.0,R,0,2,1,1
518617,force_out,NYM,LAD,4-Seam Fastball,97.8,88.5,-30.0,3.0,ground_ball,4.09,53.86,8.0,L,2,2,1,8
605347,strikeout,NYM,LAD,Slider,86.2,,,,,-1.74,54.21,11.0,R,0,2,0,10
686730,single,CIN,LAD,Changeup,86.2,113.5,8.0,162.0,line_drive,-1.51,53.83,5.0,R,2,1,1,9
607259,field_out,CIN,LAD,Changeup,80.6,87.3,-18.0,6.0,ground_ball,-1.65,54.66,13.0,R,2,2,0,4
686730,strikeout,CIN,LAD,Sweeper,83.6,,,,,-1.85,53.8,14.0,R,2,2,2,6
608718,field_out,CIN,LAD,Slider,79.3,82.0,-5.0,24.0,ground_ball,3.46,53.69,5.0,L,0,0,0,1
668881,triple,CIN,LAD,Split-Finger,87.3,102.1,-2.0,32.0,ground_ball,-1.8,53.71,8.0,R,1,1,1,6
668881,strikeout,CIN,LAD,Split-Finger,88.0,,,,,-1.76,53.83,8.0,R,0,2,2,3
668881,strikeout,CIN,LAD,Split-Finger,87.4,,,,,-1.77,53.81,8.0,R,0,2,0,1
594580,strikeout,CIN,LAD,Sweeper,82.4,,,,,2.43,55.77,14.0,L,1,2,2,8
668933,field_out,CIN,LAD,Sinker,95.7,93.0,-38.0,3.0,ground_ball,-0.17,55.08,4.0,R,0,2,2,4
668933,field_out,CIN,LAD,Changeup,91.4,97.4,-24.0,5.0,ground_ball,-0.61,55.03,13.0,R,0,0,1,2
608371,field_out,CIN,LAD,4-Seam Fastball,94.9,85.2,67.0,131.0,popup,-1.3,54.75,6.0,R,0,0,1,8
594580,field_out,CIN,LAD,Sweeper,82.7,65.5,51.0,181.0,popup,2.51,55.83,7.0,L,0,1,2,6
668933,force_out,CIN,LAD,Cutter,96.4,87.6,-2.0,34.0,ground_ball,-0.19,55.12,6.0,R,0,0,0,1
669194,field_out,LAD,AZ,Cutter,90.5,102.3,39.0,349.0,fly_ball,-1.98,53.71,3.0,R,0,0,0,5
669194,field_out,LAD,AZ,4-Seam Fastball,96.3,101.1,2.0,61.0,ground_ball,-1.63,53.55,6.0,R,2,2,1,3
676714,single,LAD,AZ,Slider,83.6,73.0,15.0,157.0,line_drive,2.69,53.95,11.0,L,0,0,1,1
573009,field_out,LAD,AZ,Sinker,89.2,94.7,-15.0,10.0,ground_ball,3.54,54.44,12.0,L,0,0,2,7
694297,single,LAD,AZ,Changeup,87.0,102.6,0.0,41.0,ground_ball,-2.09,53.5,8.0,R,2,0,1,6
694297,double,LAD,AZ,4-Seam Fastball,95.0,94.2,14.0,235.0,line_drive,-1.66,53.77,5.0,R,0,0,0,4
694297,strikeout,LAD,AZ,Sweeper,84.6,,,,,-2.04,53.46,14.0,R,3,2,0,1
573009,field_out,LAD,AZ,Curveball,77.4,107.0,46.0,329.0,fly_ball,3.48,54.58,12.0,L,0,0,1,8
677944,field_out,LAD,AZ,4-Seam Fastball,93.2,103.5,40.0,345.0,fly_ball,-2.21,53.86,5.0,R,0,0,0,5
677944,walk,LAD,AZ,4-Seam Fastball,93.7,,,,,-2.04,53.77,9.0,R,3,1,0,3
686826,field_out,LAD,AZ,4-Seam Fastball,94.1,114.1,6.0,130.0,line_drive,-2.47,54.54,2.0,R,0,0,0,8
573009,field_error,LAD,AZ,Sinker,90.2,44.3,-57.0,2.0,ground_ball,3.36,54.22,6.0,L,0,0,1,1
668881,hit_by_pitch,LAD,CIN,Slider,88.3,,,,,-2.19,54.34,14.0,R,0,2,2,5
668881,field_out,LAD,CIN,Split-Finger,86.1,90.6,41.0,296.0,fly_ball,-1.76,53.82,1.0,R,1,1,2,3
664747,single,LAD,CIN,4-Seam Fastball,94.0,100.3,11.0,164.0,line_drive,-1.91,53.05,9.0,R,1,2,2,10
668881,strikeout,LAD,CIN,4-Seam Fastball,98.8,,,,,-1.75,54.06,11.0,R,1,2,1,1
594580,single,LAD,CIN,Sweeper,81.7,80.6,-1.0,35.0,ground_ball,2.42,55.72,13.0,L,2,2,0,8
668933,field_out,LAD,CIN,Slider,87.4,98.9,57.0,238.0,fly_ball,-0.46,54.74,9.0,R,1,2,1,5
668933,field_out,LAD,CIN,Cutter,96.4,78.8,-39.0,4.0,ground_ball,-0.13,55.06,3.0,R,1,2,2,3
686730,field_out,LAD,CIN,Changeup,86.8,100.7,2.0,60.0,ground_ball,-1.78,53.92,8.0,R,1,1,2,7
668933,field_out,LAD,CIN,Cutter,97.9,72.7,-10.0,17.0,ground_ball,0.03,55.15,3.0,R,3,2,0,1
593423,strikeout,LAD,CIN,Split-Finger,86.0,,,,,-1.41,54.72,13.0,R,3,2,2,4
593423,home_run,LAD,CIN,4-Seam Fastball,95.3,104.5,28.0,368.0,fly_ball,-1.56,54.51,4.0,R,0,0,1,3
518585,force_out,LAD,CIN,Split-Finger,82.2,100.5,-3.0,38.0,ground_ball,-0.89,53.68,1.0,R,1,2,1,7
593423,field_out,LAD,CIN,4-Seam Fastball,96.2,107.3,-1.0,42.0,ground_ball,-1.44,54.53,6.0,R,2,2,0,1
607259,strikeout,LAD,CIN,Changeup,80.8,,,,,-1.6,54.57,13.0,R,1,2,1,6
607259,field_out,LAD,CIN,Changeup,82.8,85.9,81.0,38.0,popup,-1.56,54.62,1.0,R,2,2,2,3
608718,walk,LAD,CIN,Slider,78.7,,,,,3.4,53.35,14.0,L,3,2,1,1
657277,single,SF,LAD,Sinker,91.9,103.1,-11.0,12.0,ground_ball,-1.08,53.48,5.0,R,0,1,2,5
657277,strikeout,SF,LAD,Sweeper,83.3,,,,,-1.43,53.62,8.0,R,1,2,0,3
666808,single,SF,LAD,Cutter,101.0,95.7,13.0,256.0,line_drive,-1.46,54.12,7.0,R,2,2,2,9
657277,walk,SF,LAD,Sinker,93.4,,,,,-1.3,53.61,12.0,R,3,2,0,1
669062,strikeout,SF,LAD,4-Seam Fastball,99.3,,,,,0.64,53.83,11.0,L,1,2,2,7
676775,single,SF,LAD,Sinker,92.3,109.4,10.0,281.0,line_drive,-1.12,54.31,8.0,R,0,1,0,5
676775,home_run,SF,LAD,Slider,88.7,113.4,29.0,446.0,fly_ball,-1.47,54.44,5.0,R,0,0,0,4
678495,double,SF,LAD,4-Seam Fastball,97.6,90.4,15.0,236.0,line_drive,-1.75,53.74,2.0,R,1,0,0,7
687014,field_out,SF,LAD,Cutter,88.5,100.8,4.0,77.0,ground_ball,-1.81,54.15,4.0,R,1,2,0,9
676775,field_out,SF,LAD,4-Seam Fastball,97.6,85.5,53.0,246.0,fly_ball,-1.16,54.32,12.0,R,2,1,1,1
663855,single,SF,LAD,Sinker,98.6,86.8,-46.0,2.0,ground_ball,-1.37,53.71,7.0,R,3,2,2,5
663855,force_out,SF,LAD,Sinker,95.2,109.5,-11.0,15.0,ground_ball,-1.49,53.84,1.0,R,2,2,1,3
669062,strikeout,SF,LAD,Slider,83.9,,,,,0.91,53.88,13.0,L,3,2,1,7
663855,single,SF,LAD,Sinker,95.0,106.0,12.0,194.0,line_drive,-1.61,53.85,9.0,R,0,0,0,1
