pitcher,events,home_team,away_team,pitch_name,release_speed,launch_speed,launch_angle,hit_distance_sc,bb_type,release_pos_x,release_pos_y,zone,p_throws,balls,strikes,outs_when_up,inning
573124,strikeout,SF,LAD,Sweeper,78.8,,,,,1.75,55.05,6.0,L,2,2,0,10
663362,walk,SD,LAD,Knuckleball,75.2,,,,,-1.19,53.97,14.0,R,3,2,1,6
663362,field_out,SD,LAD,Knuckleball,80.8,100.0,36.0,350.0,fly_ball,-1.86,53.77,4.0,R,1,1,2,3
666745,field_out,SD,LAD,Sinker,96.5,68.4,-57.0,2.0,ground_ball,-1.12,54.13,2.0,R,1,0,1,7
663362,field_out,SD,LAD,4-Seam Fastball,92.7,88.6,32.0,303.0,fly_ball,-1.45,53.64,12.0,R,2,2,1,1
650633,field_out,SD,LAD,Changeup,85.9,72.2,2.0,47.0,ground_ball,-3.01,54.46,13.0,R,1,1,0,6
650633,single,SD,LAD,Sinker,92.6,78.9,26.0,247.0,line_drive,-3.02,54.41,4.0,R,0,1,1,3
650633,strikeout,SD,LAD,Sinker,93.6,,,,,-3.22,54.55,1.0,R,1,2,1,1
673513,double,SD,LAD,Slider,87.1,107.2,13.0,299.0,line_drive,2.07,54.67,7.0,L,1,1,0,8
677960,field_out,LAD,MIA,Sinker,97.1,105.0,14.0,284.0,line_drive,3.15,54.53,5.0,L,3,2,1,6
677960,strikeout,LAD,MIA,Sweeper,84.5,,,,,3.07,54.63,13.0,L,1,2,2,3
677053,field_out,LAD,MIA,4-Seam Fastball,95.1,91.3,57.0,220.0,fly_ball,2.9,53.7,11.0,L,2,2,1,8
677960,strikeout,LAD,MIA,4-Seam Fastball,95.7,,,,,3.08,54.74,4.0,L,3,2,1,1
665795,walk,LAD,MIA,4-Seam Fastball,94.9,,,,,-1.45,53.46,14.0,R,3,2,2,2
666277,field_out,LAD,MIA,Changeup,87.9,112.8,17.0,342.0,line_drive,-1.52,53.88,8.0,R,1,0,0,4
572143,field_out,LAD,MIA,Cutter,88.5,97.3,47.0,272.0,fly_ball,-2.87,53.72,6.0,R,0,1,2,6
665795,walk,LAD,MIA,Changeup,94.0,,,,,-1.35,53.63,13.0,R,3,1,1,1
682610,single,LAD,MIA,Changeup,89.4,101.2,4.0,84.0,ground_ball,-0.91,54.28,8.0,R,1,1,1,4
682610,strikeout,LAD,MIA,Sinker,95.7,,,,,-1.19,54.33,3.0,R,1,2,1,2
681871,walk,LAD,MIA,Slider,83.1,,,,,-2.4,54.16,13.0,R,3,2,1,6
682610,home_run,LAD,MIA,4-Seam Fastball,96.1,107.6,27.0,441.0,fly_ball,-1.35,54.68,1.0,R,2,2,0,1
608331,single,LAD,ATL,Slider,83.4,75.0,16.0,203.0,line_drive,1.62,54.27,13.0,L,1,2,0,6
608331,single,LAD,ATL,4-Seam Fastball,98.4,97.4,-9.0,14.0,ground_ball,0.93,54.06,4.0,L,2,2,2,3
608331,home_run,LAD,ATL,Curveball,74.6,104.3,31.0,412.0,fly_ball,1.31,54.15,3.0,L,1,2,0,1
621345,home_run,LAD,ATL,4-Seam Fastball,93.8,110.6,26.0,464.0,fly_ball,2.29,54.22,5.0,L,0,0,0,8
693821,single,LAD,ATL,Sinker,90.3,95.0,11.0,214.0,line_drive,-0.8,54.56,11.0,R,2,1,1,4
693821,home_run,LAD,ATL,4-Seam Fastball,90.2,103.4,34.0,392.0,fly_ball,-0.63,54.71,3.0,R,0,1,0,3
669276,field_out,LAD,ATL,4-Seam Fastball,93.9,97.6,30.0,349.0,fly_ball,1.43,54.12,3.0,L,2,2,1,6
693821,strikeout,LAD,ATL,Slider,83.4,,,,,-0.74,54.59,9.0,R,0,2,1,1
623451,single,LAD,ATL,Sinker,91.1,93.7,18.0,288.0,line_drive,-1.13,54.75,5.0,R,0,0,2,7
450203,strikeout,LAD,ATL,4-Seam Fastball,94.1,,,,,-2.35,54.18,2.0,R,1,2,1,5
450203,walk,LAD,ATL,4-Seam Fastball,94.7,,,,,-2.36,54.19,13.0,R,3,2,1,3
621345,walk,LAD,ATL,4-Seam Fastball,94.3,,,,,2.18,54.14,13.0,L,3,1,1,8
450203,field_out,LAD,ATL,4-Seam Fastball,96.6,92.5,-37.0,4.0,ground_ball,-2.45,54.43,5.0,R,3,2,1,1
628452,single,LAD,ATL,Changeup,88.5,84.9,8.0,149.0,ground_ball,-1.9,54.56,13.0,R,1,2,1,10
686826,strikeout,AZ,LAD,Slider,88.3,,,,,-2.66,54.59,8.0,R,1,2,0,4
676714,single,AZ,LAD,Slider,82.9,77.8,-2.0,36.0,ground_ball,2.82,54.06,1.0,L,3,2,1,1
543518,force_out,AZ,LAD,4-Seam Fastball,93.7,84.5,-16.0,11.0,ground_ball,-1.41,54.61,1.0,R,3,1,0,10
657044,strikeout,AZ,LAD,4-Seam Fastball,91.0,,,,,-3.51,53.84,2.0,R,2,2,2,7
573009,strikeout,AZ,LAD,Sinker,89.1,,,,,3.41,54.05,7.0,L,3,2,1,5
674072,grounded_into_double_play,AZ,LAD,Curveball,77.1,106.7,-17.0,7.0,ground_ball,1.45,54.12,8.0,L,0,0,1,2
663531,single,AZ,LAD,4-Seam Fastball,90.5,107.7,12.0,253.0,line_drive,1.52,54.47,2.0,L,0,1,0,8
674072,single,AZ,LAD,Curveball,80.0,102.0,4.0,142.0,ground_ball,1.48,54.05,7.0,L,3,2,1,1
685314,walk,AZ,LAD,Sinker,90.5,,,,,1.45,54.63,11.0,L,3,1,1,5
663531,field_out,AZ,LAD,Sweeper,83.1,79.3,5.0,78.0,ground_ball,1.93,54.52,7.0,L,0,1,0,6
592332,strikeout,TOR,LAD,4-Seam Fastball,96.4,,,,,-2.2,53.85,9.0,R,2,2,1,6
592332,field_out,TOR,LAD,4-Seam Fastball,91.7,66.1,17.0,151.0,line_drive,-2.07,54.06,12.0,R,0,0,0,4
554340,field_out,TOR,LAD,4-Seam Fastball,97.1,82.4,61.0,163.0,popup,-2.08,54.12,12.0,R,0,1,0,8
592332,field_out,TOR,LAD,Split-Finger,83.2,106.6,22.0,401.0,fly_ball,-2.51,53.92,9.0,R,3,2,1,1
579328,strikeout,TOR,LAD,Curveball,82.1,,,,,2.15,53.59,8.0,L,2,2,1,4
579328,single,TOR,LAD,4-Seam Fastball,98.2,119.2,6.0,153.0,line_drive,2.65,53.66,6.0,L,2,2,2,2
605447,field_out,TOR,LAD,Slider,85.3,102.6,34.0,370.0,fly_ball,-1.88,53.48,5.0,R,3,1,1,9
579328,field_out,TOR,LAD,4-Seam Fastball,97.3,108.7,-3.0,31.0,ground_ball,2.52,53.68,6.0,L,1,2,0,1
650893,field_error,TOR,LAD,Cutter,89.7,76.7,-13.0,9.0,ground_ball,2.14,54.62,9.0,L,0,0,1,7
605135,walk,TOR,LAD,Sinker,92.9,,,,,-1.75,54.13,11.0,R,3,1,0,3
663893,field_out,TOR,LAD,Knuckle Curve,87.0,48.0,14.0,65.0,ground_ball,1.33,54.86,13.0,L,2,2,1,5
670950,field_out,TOR,LAD,Changeup,78.6,73.6,-14.0,9.0,ground_ball,-2.32,54.39,7.0,R,2,2,2,3
605135,home_run,TOR,LAD,Slider,83.2,96.1,37.0,360.0,fly_ball,-1.53,54.32,6.0,R,1,1,1,1
641835,field_out,TOR,LAD,Sinker,91.7,112.8,1.0,73.0,ground_ball,1.4,53.96,2.0,L,2,0,0,7
669022,grounded_into_double_play,WSH,LAD,Cutter,92.5,89.5,1.0,50.0,ground_ball,1.6,53.44,7.0,L,0,0,1,5
669022,strikeout,WSH,LAD,4-Seam Fastball,97.4,,,,,1.73,53.39,13.0,L,2,2,0,3
607179,field_out,WSH,LAD,4-Seam Fastball,95.8,53.0,27.0,131.0,line_drive,-1.85,54.0,12.0,R,3,2,0,8
669022,strikeout,WSH,LAD,4-Seam Fastball,98.3,,,,,1.91,53.66,12.0,L,0,2,1,1
663623,field_out,WSH,LAD,Cutter,89.3,99.4,27.0,381.0,fly_ball,-2.34,53.32,12.0,R,0,1,1,4
663623,grounded_into_double_play,WSH,LAD,Cutter,90.5,96.3,4.0,77.0,ground_ball,-2.33,53.4,12.0,R,1,1,1,2
598264,double,WSH,LAD,4-Seam Fastball,92.8,101.9,29.0,386.0,fly_ball,-1.64,53.54,1.0,R,1,1,2,9
663432,double,WSH,LAD,4-Seam Fastball,93.9,105.7,11.0,250.0,line_drive,-3.07,54.26,4.0,R,1,2,1,8
571882,strikeout,WSH,LAD,Slider,87.2,,,,,-1.0,53.88,14.0,R,1,2,1,6
663623,double,WSH,LAD,4-Seam Fastball,96.7,115.6,13.0,323.0,line_drive,-2.28,53.3,2.0,R,0,1,1,1
571578,field_out,WSH,LAD,Sinker,91.4,109.7,46.0,339.0,fly_ball,2.39,53.56,6.0,L,2,0,2,5
571578,field_out,WSH,LAD,Sinker,93.1,101.4,19.0,309.0,line_drive,2.1,53.53,3.0,L,2,2,1,3
571578,field_out,WSH,LAD,Slider,82.2,59.3,-19.0,5.0,ground_ball,2.52,53.38,7.0,L,3,2,1,1
607179,walk,WSH,LAD,4-Seam Fastball,94.9,,,,,-1.77,53.87,13.0,R,3,0,2,7
598264,home_run,WSH,LAD,Split-Finger,85.6,118.7,25.0,450.0,fly_ball,-1.89,53.94,5.0,R,1,0,0,9
605288,single,LAD,NYM,Sinker,92.8,101.0,-2.0,33.0,ground_ball,-1.3,53.97,14.0,R,1,2,0,5
605288,home_run,LAD,NYM,Slider,81.7,110.0,30.0,423.0,fly_ball,-1.38,53.94,5.0,R,0,1,1,3
701643,walk,LAD,NYM,Sweeper,83.4,,,,,-1.85,54.74,13.0,R,3,2,1,6
605288,strikeout,LAD,NYM,Slider,84.0,,,,,-1.6,53.85,13.0,R,1,2,1,1
676130,double,LAD,NYM,Slider,87.5,103.4,21.0,328.0,line_drive,-2.36,54.36,14.0,R,2,2,0,5
676130,walk,LAD,NYM,4-Seam Fastball,95.6,,,,,-2.19,54.46,12.0,R,3,1,2,2
622098,strikeout,LAD,NYM,Cutter,90.3,,,,,-2.49,54.79,14.0,R,2,2,1,6
676130,walk,LAD,NYM,Slider,86.8,,,,,-2.59,54.43,14.0,R,3,1,0,1
621242,walk,LAD,NYM,4-Seam Fastball,96.5,,,,,-2.45,53.16,11.0,R,3,1,1,8
640455,single,LAD,NYM,Sweeper,78.6,107.8,11.0,263.0,line_drive,2.3,53.47,4.0,L,2,2,2,5
640455,walk,LAD,NYM,4-Seam Fastball,92.5,,,,,2.27,52.99,13.0,L,3,1,0,4
640455,field_out,LAD,NYM,Sinker,94.2,95.2,-28.0,5.0,ground_ball,2.4,52.84,5.0,L,3,2,1,1
518617,force_out,LAD,NYM,Sweeper,80.7,77.2,2.0,46.0,ground_ball,4.09,53.81,14.0,L,1,0,0,9
548384,strikeout,LAD,NYM,Sweeper,81.2,,,,,3.23,54.4,3.0,L,3,2,0,7
663623,single,LAD,WSH,Curveball,80.6,106.7,12.0,244.0,line_drive,-2.23,53.87,7.0,R,1,2,0,6
663623,field_out,LAD,WSH,4-Seam Fastball,96.1,81.9,35.0,268.0,fly_ball,-2.15,53.55,2.0,R,0,1,1,3
640451,single,LAD,WSH,4-Seam Fastball,98.6,99.0,13.0,276.0,line_drive,-1.72,54.32,4.0,R,2,2,2,8
663623,single,LAD,WSH,Cutter,92.3,107.9,15.0,270.0,line_drive,-2.23,53.79,6.0,R,0,1,1,1
571578,field_out,LAD,WSH,Sinker,91.2,97.0,43.0,321.0,fly_ball,2.34,53.59,4.0,L,0,0,0,7
571578,field_out,LAD,WSH,Sinker,92.4,96.9,-26.0,5.0,ground_ball,2.31,53.56,4.0,L,0,0,2,4
571578,field_out,LAD,WSH,Sinker,92.3,107.7,-9.0,15.0,ground_ball,2.28,53.68,5.0,L,0,0,1,2
663432,single,LAD,WSH,4-Seam Fastball,94.4,54.2,-73.0,1.0,ground_ball,-2.84,54.1,11.0,R,2,2,2,8
571578,single,LAD,WSH,Sinker,92.4,93.1,13.0,238.0,line_drive,2.1,53.5,8.0,L,0,2,0,1
680730,strikeout,LAD,WSH,Curveball,80.3,,,,,1.7,53.6,9.0,L,2,2,1,3
680730,single,LAD,WSH,Curveball,80.6,107.3,-6.0,18.0,ground_ball,2.07,53.95,8.0,L,2,1,1,1
598264,catcher_interf,LAD,WSH,4-Seam Fastball,91.6,,,,,-1.68,53.6,11.0,R,3,2,0,6
640451,field_out,LAD,WSH,4-Seam Fastball,98.6,98.4,16.0,303.0,line_drive,-1.82,54.17,4.0,R,0,2,2,7
506433,strikeout,LAD,SD,Cutter,89.3,,,,,-1.64,53.94,8.0,R,0,2,1,5
506433,field_out,LAD,SD,Cutter,92.0,77.3,61.0,184.0,popup,-1.84,53.85,4.0,R,3,2,2,3
506433,strikeout,LAD,SD,Cutter,93.2,,,,,-2.02,53.86,9.0,R,1,2,0,1
593974,single,LAD,SD,Changeup,87.7,108.6,8.0,185.0,line_drive,1.8,54.49,9.0,L,0,0,0,8
663362,field_out,LAD,SD,Cutter,86.7,55.6,38.0,149.0,line_drive,-1.69,53.45,12.0,R,1,0,2,4
663362,walk,LAD,SD,Cutter,86.7,,,,,-1.64,53.77,13.0,R,3,2,0,3
666745,field_out,LAD,SD,4-Seam Fastball,95.6,110.3,43.0,344.0,fly_ball,-1.09,54.42,3.0,R,2,1,2,8
663362,walk,LAD,SD,Cutter,87.5,,,,,-1.35,53.73,11.0,R,3,0,1,1
670970,sac_fly,LAD,SD,Sweeper,81.1,102.7,23.0,384.0,fly_ball,2.7,53.73,5.0,L,1,1,1,6
650633,double,LAD,SD,Slider,85.6,85.2,53.0,226.0,fly_ball,-2.59,54.38,7.0,R,1,2,0,5
650633,field_out,LAD,SD,4-Seam Fastball,92.9,104.9,19.0,361.0,line_drive,-2.7,54.23,11.0,R,1,1,2,2
650633,home_run,LAD,SD,4-Seam Fastball,95.4,107.3,25.0,403.0,fly_ball,-2.7,54.4,11.0,R,1,0,1,1
673513,double,LAD,SD,Split-Finger,86.0,107.9,14.0,240.0,line_drive,2.14,54.38,5.0,L,2,1,1,7
676680,field_out,LAD,SD,Sinker,90.3,102.2,20.0,349.0,line_drive,2.51,54.31,12.0,L,0,1,1,9
663978,single,MIN,LAD,Slider,87.9,104.3,17.0,276.0,line_drive,-2.38,53.56,12.0,R,2,2,1,5
663978,field_out,MIN,LAD,Slider,86.8,77.4,40.0,245.0,fly_ball,-2.58,53.66,3.0,R,1,0,1,3
592779,force_out,MIN,LAD,Cutter,95.2,106.1,-18.0,6.0,ground_ball,-1.93,53.63,14.0,R,0,1,1,7
663978,walk,MIN,LAD,4-Seam Fastball,94.3,,,,,-2.46,53.24,14.0,R,3,0,0,1
686973,field_out,MIN,LAD,4-Seam Fastball,94.9,83.7,39.0,266.0,fly_ball,-1.78,53.24,3.0,R,0,0,0,5
686973,double,MIN,LAD,Slider,89.3,114.0,6.0,121.0,ground_ball,-1.61,53.47,8.0,R,0,1,2,3
592779,field_out,MIN,LAD,Cutter,92.6,72.0,1.0,43.0,ground_ball,-1.79,53.73,12.0,R,0,1,2,8
663485,strikeout,MIN,LAD,Split-Finger,87.8,,,,,-2.63,54.56,13.0,R,0,2,2,6
686973,strikeout,MIN,LAD,Slider,90.3,,,,,-1.77,53.24,5.0,R,1,2,0,1
641927,field_out,MIN,LAD,Slider,86.0,90.0,22.0,313.0,line_drive,-1.22,53.41,3.0,R,2,2,2,3
543351,home_run,MIN,LAD,Slider,85.6,106.9,38.0,362.0,fly_ball,-2.38,53.99,5.0,R,2,1,2,7
681892,strikeout,MIN,LAD,Slider,81.2,,,,,2.71,53.51,6.0,L,2,2,1,9
641927,double,MIN,LAD,4-Seam Fastball,92.5,110.1,16.0,396.0,line_drive,-1.29,52.61,4.0,R,2,2,0,1
595345,double,MIN,LAD,Sinker,92.9,88.3,20.0,249.0,line_drive,3.1,53.56,3.0,L,0,0,0,6
684007,field_out,CHC,LAD,4-Seam Fastball,91.2,76.6,63.0,147.0,popup,2.45,54.2,3.0,L,0,1,2,3
694037,double,CHC,LAD,4-Seam Fastball,97.0,106.8,20.0,395.0,line_drive,-2.14,53.31,6.0,R,2,1,2,8
684007,strikeout,CHC,LAD,4-Seam Fastball,94.4,,,,,2.33,54.04,3.0,L,3,2,1,1
643410,triple,CHC,LAD,Curveball,72.3,107.9,16.0,279.0,line_drive,-1.5,54.13,5.0,R,0,0,2,6
696136,single,CHC,LAD,Sinker,91.3,78.2,17.0,198.0,line_drive,2.26,54.19,12.0,L,1,0,1,5
696136,field_out,CHC,LAD,4-Seam Fastball,92.0,95.1,37.0,310.0,fly_ball,1.9,54.22,2.0,L,3,2,0,3
643410,strikeout,CHC,LAD,Split-Finger,84.9,,,,,-1.49,53.96,14.0,R,1,2,0,9
696136,single,CHC,LAD,Sweeper,81.9,106.1,7.0,158.0,ground_ball,2.69,54.12,9.0,L,1,2,0,1
681432,walk,CHC,LAD,4-Seam Fastball,96.9,,,,,2.8,52.91,13.0,L,3,1,0,7
543294,home_run,CHC,LAD,Changeup,79.4,105.2,32.0,379.0,fly_ball,-2.87,55.09,8.0,R,0,0,0,5
543294,field_out,CHC,LAD,Changeup,80.8,83.1,-13.0,9.0,ground_ball,-2.82,55.26,7.0,R,1,2,0,3
592767,field_out,CHC,LAD,Knuckle Curve,80.8,99.2,16.0,284.0,line_drive,1.48,54.75,8.0,L,1,1,0,7
657240,field_out,CHC,LAD,Slider,84.6,110.2,36.0,351.0,fly_ball,-1.67,54.04,3.0,R,3,2,2,8
543294,double,CHC,LAD,Sinker,88.2,106.1,12.0,304.0,line_drive,-2.82,55.0,7.0,R,1,1,1,1
690986,field_out,LAD,SF,4-Seam Fastball,93.9,93.5,20.0,305.0,line_drive,1.89,53.9,2.0,L,1,2,2,4
690986,single,LAD,SF,4-Seam Fastball,92.9,69.7,10.0,103.0,ground_ball,1.8,53.77,12.0,L,1,0,0,3
573124,home_run,LAD,SF,Sinker,93.2,105.6,24.0,430.0,fly_ball,1.64,54.82,1.0,L,3,1,2,7
690986,strikeout,LAD,SF,Changeup,86.5,,,,,2.05,53.38,13.0,L,2,2,0,1
657277,walk,LAD,SF,Sinker,90.7,,,,,-1.26,53.68,11.0,R,3,0,2,4
657277,field_out,LAD,SF,Sinker,91.3,92.7,35.0,327.0,fly_ball,-1.15,53.22,5.0,R,0,1,1,3
657277,strikeout,LAD,SF,Sweeper,84.1,,,,,-1.64,53.2,7.0,R,3,2,0,1
573124,field_out,LAD,SF,Sinker,92.7,95.1,-22.0,8.0,ground_ball,1.88,54.63,1.0,L,0,0,2,6
676775,field_out,LAD,SF,Split-Finger,88.6,95.6,37.0,324.0,fly_ball,-1.55,54.24,11.0,R,3,2,2,5
676775,double,LAD,SF,Split-Finger,88.7,98.9,4.0,87.0,ground_ball,-1.52,54.27,8.0,R,2,0,1,3
687014,strikeout,LAD,SF,4-Seam Fastball,94.7,,,,,-1.43,54.51,2.0,R,1,2,1,7
676775,field_out,LAD,SF,Split-Finger,90.5,108.8,2.0,61.0,ground_ball,-1.45,54.24,7.0,R,1,1,0,1
571927,double,LAD,STL,Changeup,83.4,115.8,16.0,310.0,line_drive,1.55,54.0,2.0,L,0,1,0,6
571927,strikeout,LAD,STL,Changeup,84.4,,,,,1.62,53.79,13.0,L,2,2,2,3
669467,field_out,LAD,STL,4-Seam Fastball,96.1,77.4,-51.0,2.0,ground_ball,-2.02,53.93,5.0,R,2,2,2,7
571927,strikeout,LAD,STL,Sinker,96.3,,,,,1.67,53.92,11.0,L,2,2,1,1
458681,strikeout,LAD,STL,Cutter,88.5,,,,,-3.49,53.69,5.0,R,3,2,2,2
606149,field_out,LAD,STL,4-Seam Fastball,91.1,103.7,61.0,181.0,popup,-1.71,55.26,6.0,R,2,1,2,10
669461,walk,LAD,STL,Sinker,94.5,,,,,0.78,54.14,1.0,L,3,2,1,5
664854,strikeout,LAD,STL,Slider,89.4,,,,,-0.43,53.8,2.0,R,1,2,1,9
458681,single,LAD,STL,Changeup,85.3,113.9,11.0,202.0,line_drive,-3.35,53.89,4.0,R,2,1,0,1
668941,field_out,LAD,STL,Slider,85.6,69.5,40.0,217.0,fly_ball,1.65,55.01,13.0,L,1,2,0,7
668868,grounded_into_double_play,LAD,STL,Slider,81.9,81.3,-12.0,13.0,ground_ball,0.78,53.86,2.0,L,2,1,0,5
668868,field_out,LAD,STL,Slider,84.5,89.2,36.0,289.0,fly_ball,0.65,53.81,11.0,L,0,1,2,3
606149,strikeout,LAD,STL,Slider,83.4,,,,,-1.75,54.54,9.0,R,3,2,2,7
668868,field_out,LAD,STL,Slider,82.7,88.5,10.0,153.0,line_drive,0.45,54.24,7.0,L,2,2,0,1
571945,single,LAD,STL,Slider,87.0,113.0,7.0,121.0,ground_ball,-2.6,55.17,8.0,R,2,1,1,5
571945,walk,LAD,STL,Changeup,85.9,,,,,-2.69,53.7,4.0,R,3,1,0,3
676617,strikeout,LAD,STL,Slider,90.1,,,,,-2.0,53.7,3.0,R,1,2,0,7
571945,double,LAD,STL,Changeup,86.9,91.5,15.0,218.0,line_drive,-2.55,54.67,7.0,R,1,2,0,1
681217,strikeout,LAA,LAD,Sweeper,79.8,,,,,-1.74,54.43,9.0,R,3,2,1,4
681217,strikeout,LAA,LAD,4-Seam Fastball,96.1,,,,,-1.69,54.69,11.0,R,2,2,1,1
672282,walk,LAD,LAA,4-Seam Fastball,94.7,,,,,1.33,54.52,12.0,L,3,2,2,5
672282,field_out,LAD,LAA,4-Seam Fastball,93.3,82.7,1.0,52.0,ground_ball,1.4,54.32,3.0,L,0,0,0,3
672282,field_out,LAD,LAA,Slider,85.6,91.9,5.0,99.0,ground_ball,1.52,54.3,3.0,L,1,2,1,1
656288,strikeout,LAD,LAA,Changeup,87.9,,,,,-1.4,54.81,1.0,R,3,2,1,4
688274,walk,LAD,LAA,,,,,,,,,,R,3,1,2,2
656288,field_out,LAD,LAA,,,,,,fly_ball,,,,R,1,0,1,1
605397,sac_fly,LAD,SD,Changeup,87.8,98.5,32.0,357.0,fly_ball,-1.58,55.05,4.0,R,1,0,1,2
650633,field_out,LAD,SD,Changeup,87.3,102.4,20.0,372.0,line_drive,-2.87,54.55,7.0,R,1,2,1,5
676680,field_out,LAD,SD,Sweeper,78.2,49.4,-54.0,2.0,ground_ball,2.67,55.61,8.0,L,2,2,2,3
605397,single,LAD,SD,Cutter,89.9,108.7,12.0,201.0,line_drive,-1.35,55.11,5.0,R,0,0,1,1
663158,field_out,LAD,SD,Changeup,90.1,81.2,-2.0,29.0,ground_ball,-1.29,54.11,5.0,R,0,0,2,8
673513,field_out,LAD,SD,Split-Finger,85.3,100.3,31.0,382.0,fly_ball,2.14,55.27,8.0,L,0,0,1,7
506433,single,SD,LAD,Sinker,94.7,112.3,11.0,220.0,line_drive,-2.21,54.56,11.0,R,2,2,2,3
676680,force_out,SD,LAD,Sinker,91.7,89.5,-12.0,11.0,ground_ball,2.48,54.7,14.0,L,1,0,0,5
506433,force_out,SD,LAD,Split-Finger,91.1,77.9,-13.0,11.0,ground_ball,-2.05,54.72,4.0,R,2,1,0,1
593974,field_out,SD,LAD,Changeup,86.3,82.9,-21.0,,ground_ball,1.98,55.28,9.0,L,1,1,1,7
670970,single,SD,LAD,Sinker,98.3,74.6,22.0,215.0,line_drive,2.57,54.83,14.0,L,0,0,1,8
596271,strikeout,LAD,SEA,,,,,,,,,,R,0,2,1,3
642100,strikeout,LAD,SEA,,,,,,,,,,L,1,2,2,5
596271,field_out,LAD,SEA,,,,,,fly_ball,,,,R,0,0,1,1
669416,single,LAD,SF,,,,,,ground_ball,,,,R,0,0,1,3
694738,home_run,LAD,SF,,,,,,fly_ball,,,,R,2,2,2,6
664054,strikeout,LAD,SF,,,,,,,,,,R,0,2,0,5
669416,single,LAD,SF,,,,,,line_drive,,,,R,0,0,1,1
696508,walk,LAD,AZ,,,,,,,,,,R,3,0,2,1
694297,strikeout,LAD,AZ,,,,,,,,,,R,0,2,0,1
620454,field_out,LAD,AZ,,,,,,ground_ball,,,,L,0,0,0,4
669459,double,LAD,AZ,,,,,,line_drive,,,,L,0,0,0,6
656629,single,CWS,LAD,,,,,,ground_ball,,,,R,0,0,2,2
657053,walk,CWS,LAD,,,,,,,,,,R,3,0,2,4
656629,single,CWS,LAD,,,,,,line_drive,,,,R,1,0,0,1
670871,field_out,LAD,LAA,,,,,,fly_ball,,,,R,0,1,2,5
681217,strikeout,LAD,LAA,,,,,,,,,,R,0,2,0,1
668869,strikeout,LAD,LAA,,,,,,,,,,L,0,2,1,3
596295,triple,LAD,COL,,,,,,fly_ball,,,,L,0,0,1,2
663562,single,LAD,COL,,,,,,line_drive,,,,R,0,0,1,3
596295,single,LAD,COL,,,,,,line_drive,,,,L,0,0,0,1
595881,walk,LAD,CLE,,,,,,,,,,R,3,0,2,5
471911,walk,LAD,CLE,,,,,,,,,,R,3,0,1,1
595881,single,LAD,CLE,,,,,,ground_ball,,,,R,0,0,1,3
